EXPERIMENT,DATE,LABEL,FILE,TARGET,INPUTS,OUTPUTS,BOARD,SOURCE,DSP_PCT,FF_PCT,LUT_PCT,BRAM_PCT,LAT_PCT,DSP_N,FF_N,LUT_N,BRAM_N,LAT_N,UMO,NSAMPLES,SAMPLE_RATE,SAMPLE_WIDTH,FAUST_MCD,XVERSION,SYVERSION,SYBRANCH,SYCOMMIT,AUTHOR
0,undefined,modes=300_000,hls.cpp,Cpp,0,2,xczu15eg-ffvb1156-1-e,Estimate,34.0,42.0,68.0,73.0,107.31821,1211,290224,234023,1101,2747,true,768,48000,24,0,2024.1,0.9.0,main-dev,102eb48e7e94e95f2609f408fcfd4b4e5857b4b6,cedarpark
