EXPERIMENT,DATE,LABEL,FILE,TARGET,INPUTS,OUTPUTS,BOARD,SOURCE,DSP_PCT,FF_PCT,LUT_PCT,BRAM_PCT,LAT_PCT,DSP_N,FF_N,LUT_N,BRAM_N,LAT_N,UMO,NSAMPLES,SAMPLE_RATE,SAMPLE_WIDTH,FAUST_MCD,XVERSION,SYVERSION,SYBRANCH,SYCOMMIT,AUTHOR
0,undefined,modes=12k,hls.cpp,Cpp,0,2,xc7z010-clg400-1,Estimate,68.0,44.0,97.0,77.0,98.38075,55,15771,17244,93,2518,true,24,48000,24,0,2024.1,0.9.0,main-dev,cc879d034dd523c71b0bb512caa330fd04aeffe3,cedarpark
