EXPERIMENT,DATE,LABEL,FILE,TARGET,INPUTS,OUTPUTS,BOARD,SOURCE,DSP_PCT,FF_PCT,LUT_PCT,BRAM_PCT,LAT_PCT,DSP_N,FF_N,LUT_N,BRAM_N,LAT_N,UMO,NSAMPLES,SAMPLE_RATE,SAMPLE_WIDTH,FAUST_MCD,XVERSION,SYVERSION,SYBRANCH,SYCOMMIT,AUTHOR
0,undefined,modes=40k,hls.cpp,Cpp,0,2,xc7z020-clg400-1,Estimate,65.0,32.0,73.0,102.0,122.71635,143,34207,39124,287,3141,true,64,48000,24,0,2024.1,0.9.0,main-dev,4c0030b6d0e0062ea314cacdd990b953fc719172,cedarpark
