EXPERIMENT,DATE,LABEL,FILE,TARGET,INPUTS,OUTPUTS,BOARD,SOURCE,DSP_PCT,FF_PCT,LUT_PCT,BRAM_PCT,LAT_PCT,DSP_N,FF_N,LUT_N,BRAM_N,LAT_N,UMO,NSAMPLES,SAMPLE_RATE,SAMPLE_WIDTH,FAUST_MCD,XVERSION,SYVERSION,SYBRANCH,SYCOMMIT,AUTHOR
0,undefined,modes=120_000,hls.cpp,Cpp,0,2,xczu15eg-ffvb1156-1-e,Estimate,15.0,15.0,23.0,26.0,107.55974,558,108243,80003,393,2753,false,256,48000,24,0,2024.1,0.9.0,main-dev,102eb48e7e94e95f2609f408fcfd4b4e5857b4b6,cedarpark
