EXPERIMENT,DATE,LABEL,FILE,TARGET,INPUTS,OUTPUTS,BOARD,SOURCE,DSP_PCT,FF_PCT,LUT_PCT,BRAM_PCT,LAT_PCT,DSP_N,FF_N,LUT_N,BRAM_N,LAT_N,UMO,NSAMPLES,SAMPLE_RATE,SAMPLE_WIDTH,FAUST_MCD,XVERSION,SYVERSION,SYBRANCH,SYCOMMIT,AUTHOR
0,undefined,modes=400_000,hls.cpp,Cpp,0,2,xczu19eg-ffvc1760-1-e,Estimate,95.0,35.0,64.0,73.0,92.05877,1881,374592,339599,1453,2356,true,1024,48000,24,0,2024.1,0.9.0,main-dev,102eb48e7e94e95f2609f408fcfd4b4e5857b4b6,cedarpark
