Ref,Val,Package,PosX,PosY,Rot,Side
"J1","Conn_01x02","PinSocket_1x02_P2.54mm_Horizontal",64.090000,-54.386000,0.000000,bottom
"J4","Conn_01x02","PinHeader_1x02_P2.54mm_Horizontal",241.751000,-54.361000,0.000000,bottom
