EXPERIMENT,DATE,LABEL,FILE,TARGET,INPUTS,OUTPUTS,BOARD,SOURCE,DSP_PCT,FF_PCT,LUT_PCT,BRAM_PCT,LAT_PCT,DSP_N,FF_N,LUT_N,BRAM_N,LAT_N,UMO,NSAMPLES,SAMPLE_RATE,SAMPLE_WIDTH,FAUST_MCD,XVERSION,SYVERSION,SYBRANCH,SYCOMMIT,AUTHOR
0,03/04/2024/18:06:10,None,vocoder-osc.cpp,Cpp,2,2,xc7z020-clg400-1,Estimate,21.0,17.0,40.0,3.0,71.559105,48,18930,21382,9,1832,false,0,48000,24,0,2022.2,0.8.0,main,a13ff73e3c5be32e05c783b5c524b17d5fb83cad,pierre-Latitude-7520
